Unnamed: 0,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,random_var
11868,O. Johansson,Oscar Johansson,64,64,625000,"RM,CAM",RM,Sweden,https://cdn.sofifa.net/players/223/379/23_60.png,27,178,73,1712,365,IFK Värnamo,1000,781000,RM,2023,9,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/se.png,-,-,High,High,0.6385785658107171
11870,A. Patterson,Anthony Patterson,64,76,1300000,GK,GK,England,https://cdn.sofifa.net/players/246/417/23_60.png,22,189,87,988,341,Sunderland,3000,2700000,GK,2026,1,2018,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.4617118668922784
11871,G. Magnée,Gary Magnée,64,71,1100000,"CDM,RM,RWB",CDM,Belgium,https://cdn.sofifa.net/players/251/537/23_60.png,22,175,67,1606,348,KAS Eupen,2000,1800000,SUB,2027,15,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,High,0.8302668718428783
11872,D. Schierl,Domenik Schierl,64,67,575000,GK,GK,Austria,https://cdn.sofifa.net/players/223/890/23_60.png,27,185,82,1113,359,Austria Lustenau,2000,877000,GK,2023,27,2022,-,Left,2,1,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium,0.42307850283022774
11873,M. Sipľak,Michal Sipľak,64,66,675000,"LWB,CB,LM",LWB,Slovakia,https://cdn.sofifa.net/players/239/762/23_60.png,26,184,80,1645,360,Cracovia,2000,962000,LM,2023,3,2017,-,Left,3,2,1,-,-,-,-,High,High,0.5893166413615838
11874,A. Koiki,Ali Koiki,64,69,850000,"LB,LWB",LWB,England,https://cdn.sofifa.net/players/240/786/23_60.png,22,187,81,1697,388,Northampton Town,4000,1600000,LB,2023,14,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,0.9904430672915634
11876,Kwak Yoon Ho,Yoon Ho Kwak,64,67,675000,CB,CB,Korea Republic,https://cdn.sofifa.net/players/260/498/23_60.png,26,185,83,1400,313,Suwon FC,2000,894000,SUB,2022,4,2021,-,Right,3,2,1,-,-,-,-,Low,Medium,0.934966291370645
11877,J. George,Jann George,64,64,575000,"CAM,RM,LM",ST,Germany,https://cdn.sofifa.net/players/225/939/23_60.png,29,176,80,1634,348,SpVgg Bayreuth,750,834000,SUB,2023,15,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,0.8215953373076609
11878,D. Wiebe,Danilo Wiebe,64,64,525000,"RB,CB,CDM",RB,Germany,https://cdn.sofifa.net/players/238/563/23_60.png,28,184,74,1629,354,Eintracht Braunschweig,4000,814000,SUB,2024,23,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.7784378447159387
11879,L. Ranger,Lars Mogstad Ranger,64,72,1200000,RWB,RWB,Norway,https://cdn.sofifa.net/players/243/603/23_60.png,23,176,72,1690,369,Lillestrøm SK,1000,1700000,SUB,2024,2,2018,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,High,Medium,0.9749420000129134
11880,C. Sandra,Cisse Sandra,64,80,1500000,"CAM,RW",CAM,Belgium,https://cdn.sofifa.net/players/260/577/23_60.png,18,184,76,1662,354,Club Brugge KV,2000,3000000,RES,2025,98,2021,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium,0.4617446951670384
11882,S. Ngobeni,Sifiso Ngobeni,64,69,800000,LB,LB,South Africa,https://cdn.sofifa.net/players/271/330/23_60.png,25,174,65,1491,332,Mamelodi Sundowns FC,500,1800000,RES,2023,37,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/za.png,-,-,Medium,Medium,0.5350131761584278
11883,E. Wichne,Eirik Wichne,64,69,800000,"RB,RWB",RB,Norway,https://cdn.sofifa.net/players/228/834/23_60.png,25,174,69,1686,363,Sarpsborg 08 FF,1000,1100000,RB,2023,32,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.6267114928498787
11884,N. Carnat,Nicolae Carnat,64,70,925000,"RW,ST,LW",CAM,Romania,https://cdn.sofifa.net/players/241/890/23_60.png,24,181,73,1658,365,CS Mioveni,2000,1400000,SUB,2023,31,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium,0.6452657635012482
11885,Zhao Yuhao,Yuhao Zhao,64,65,550000,"CB,CDM",CB,China PR,https://cdn.sofifa.net/players/222/435/23_60.png,29,181,81,1635,344,Henan Songshan Longmen FC,3000,894000,SUB,2022,18,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.5810760991029809
11887,M. Ajani,Marvin Ajani,64,64,600000,"RM,RB",RM,Germany,https://cdn.sofifa.net/players/228/632/23_60.png,28,188,86,1757,391,MSV Duisburg,2000,870000,RM,2023,20,2021,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.6103132061986057
11888,Rao Weihui,Weihui Rao,64,64,300000,"LWB,LB",LWB,China PR,https://cdn.sofifa.net/players/224/556/23_60.png,33,176,73,1631,346,Changchun Yatai FC,2000,465000,LWB,2027,31,2021,-,Left,3,2,1,-,-,-,-,Medium,Medium,0.9801598505738827
11889,M. Flores,Marcelo Flores,64,81,1500000,"LM,CAM,ST",CAM,Mexico,https://cdn.sofifa.net/players/259/717/23_60.png,18,163,65,1599,337,Real Oviedo,5000,0,SUB,2023,11,2020,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/mx.png,-,-,High,Low,0.5466524840192718
11891,H. Al Hazaa,Hazaa Al Hazaa,64,64,575000,ST,ST,Saudi Arabia,https://cdn.sofifa.net/players/213/377/23_60.png,30,175,65,1512,319,Al Tai,6000,949000,SUB,2024,99,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,High,Low,0.4837788963328433
11892,J. Davies,Jordan Davies,64,69,875000,CM,LM,Wales,https://cdn.sofifa.net/players/237/185/23_60.png,23,178,74,1807,377,Wrexham AFC,500,1900000,CM,2025,7,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,High,Medium,0.48054489831084557
11893,A. Da Silveira,Agustín Da Silveira,64,73,1200000,"CB,RB",CB,Uruguay,https://cdn.sofifa.net/players/260/737/23_60.png,21,179,78,1427,304,Club Atlético Peñarol,500,2800000,CB,2023,4,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Low,High,0.5187274221597551
11895,F. Castro,Facundo Castro,64,66,725000,ST,ST,Argentina,https://cdn.sofifa.net/players/223/106/23_60.png,26,180,84,1527,334,Barracas Central,3000,1100000,SUB,2022,9,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,0.8843855005019414
11897,D. Popadiuc,Doru Popadiuc,64,64,625000,"LM,CM,RM",LM,Romania,https://cdn.sofifa.net/players/247/938/23_60.png,27,177,73,1617,354,AFC Chindia Târgoviște,2000,844000,SUB,2023,59,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,High,Low,0.5622779371953732
11900,J. Andrésson,Jökull Andrésson,64,73,1100000,GK,GK,Iceland,https://cdn.sofifa.net/players/244/867/23_60.png,20,194,82,1042,339,Reading,2000,2300000,RES,2024,25,2018,-,Left,3,1,1,-,https://cdn.sofifa.net/flags/is.png,-,-,Medium,Medium,0.68293764732488
11901,M. Sivis,Maxime Sivis,64,70,875000,"RB,RWB",RB,France,https://cdn.sofifa.net/players/262/788/23_60.png,24,173,73,1754,379,En Avant de Guingamp,2000,1700000,SUB,2024,27,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,0.692786843898225
11902,O. Lund,Oliver Lund,64,64,425000,"RWB,LWB,CB",RWB,Denmark,https://cdn.sofifa.net/players/215/940/23_60.png,31,188,79,1658,358,Aarhus GF,3000,531000,SUB,2023,15,2021,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,High,High,0.5925566640255748
11905,J. Hernández,José Manuel Hernández,64,65,700000,"RM,RW",RM,Venezuela,https://cdn.sofifa.net/players/267/397/23_60.png,25,179,71,1664,356,Independiente Medellín,850,1000000,SUB,2023,14,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium,0.9341139407844923
11906,A. Iovine,Alessio Iovine,64,64,475000,"RM,RB",RM,Italy,https://cdn.sofifa.net/players/268/673/23_60.png,31,174,78,1684,360,Como,1000,760000,RB,2023,6,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,0.7433858728663443
11907,V. Rodríguez,Valentín Rodríguez,64,74,1300000,"LB,LWB,LM",LWB,Uruguay,https://cdn.sofifa.net/players/260/736/23_60.png,21,173,71,1648,361,Club Atlético Peñarol,500,3100000,SUB,2024,17,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium,0.48636200644738237
11908,M. Tel,Mathys Tel,64,84,1600000,"ST,LM,CF",CAM,France,https://cdn.sofifa.net/players/268/421/23_60.png,17,183,77,1632,352,FC Bayern München,2000,4200000,SUB,2027,39,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.5594320075238995
11912,R. Capellini,Riccardo Capellini,64,72,1200000,"CB,CDM",CB,Italy,https://cdn.sofifa.net/players/263/550/23_60.png,22,186,74,1495,323,Benevento,1000,2200000,SUB,2026,96,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,0.43065579009129495
11914,J. Donisa,Julio Donisa,64,64,600000,ST,ST,Madagascar,https://cdn.sofifa.net/players/244/350/23_60.png,28,184,76,1669,357,Campionii FC Arges,2000,810000,ST,2025,27,2022,-,Right,3,3,1,-,-,-,-,High,Medium,0.4807251866708169
11915,B. Fazliji,Betim Fazliji,64,72,1200000,"CB,CDM",CB,Kosovo,https://cdn.sofifa.net/players/252/030/23_60.png,23,186,79,1610,341,FC St. Pauli,3000,2200000,SUB,2023,5,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.6671909725387893
11916,C. Wallem,Conrad Wallem,64,73,1300000,"RW,LW",RM,Norway,https://cdn.sofifa.net/players/260/734/23_60.png,22,180,73,1632,354,Odds BK,1000,1900000,RW,2024,14,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,0.8098182903280875
11917,R. Reitz,Rocco Reitz,64,78,1400000,CM,CAM,Germany,https://cdn.sofifa.net/players/257/919/23_60.png,20,176,72,1749,363,Borussia Mönchengladbach,5000,3300000,RES,2024,27,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.48968530288492707
11918,G. Sazdağı,Gökhan Sazdağı,64,64,625000,"ST,LM",RW,Turkey,https://cdn.sofifa.net/players/263/808/23_60.png,27,179,72,1633,353,Yukatel Kayserispor,5000,1300000,SUB,2023,11,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,High,Medium,0.6618025481871812
11919,I. Amundsen,Isak Helstad Amundsen,64,75,1200000,CB,CB,Norway,https://cdn.sofifa.net/players/256/384/23_60.png,22,185,75,1498,334,FK Bodø/Glimt,1000,1800000,SUB,2025,6,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,High,Medium,0.8351494644282714
11920,S. Czyż,Szymon Czyż,64,74,1300000,"CAM,CM,CF",CAM,Poland,https://cdn.sofifa.net/players/259/456/23_60.png,20,176,76,1710,364,Raków Częstochowa,2000,2000000,SUB,2025,55,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium,0.795215789197276
11922,A. Krivotsyuk,Anton Krivotsyuk,64,67,725000,CB,CB,Azerbaijan,https://cdn.sofifa.net/players/263/034/23_60.png,23,186,76,1579,351,Wisła Płock,1000,1000000,SUB,2024,5,2021,-,Left,3,2,1,-,-,-,-,Medium,Medium,0.499033481601298
11923,T. Schumacher,Till Schumacher,64,68,775000,LB,LB,Germany,https://cdn.sofifa.net/players/264/313/23_60.png,24,177,66,1628,349,SK Austria Klagenfurt,2000,1200000,SUB,2024,33,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.6876476081258299
11925,K. Andrade,Kervin Andrade,64,83,1500000,"CAM,RM,CM",CAM,Venezuela,https://cdn.sofifa.net/players/267/909/23_60.png,17,168,61,1645,354,Deportivo La Guaira FC,500,4200000,SUB,2024,23,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,High,Low,0.8583068655719561
11927,Neskes,Alejandro Domingo Gómez,64,77,1400000,"CM,CAM",CAM,Spain,https://cdn.sofifa.net/players/263/559/23_60.png,20,177,70,1740,370,FC Cartagena,2000,3100000,SUB,2024,28,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.6075129992693633
11929,E. Luna,Enzo Luna,64,72,1300000,"LW,ST,RW",ST,Argentina,https://cdn.sofifa.net/players/271/534/23_60.png,20,175,68,1632,355,Club Atlético Huracán,3000,2200000,SUB,2025,36,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium,0.9054347553774017
11930,A. Gilbey,Alex Gilbey,64,64,625000,CM,CDM,England,https://cdn.sofifa.net/players/208/302/23_60.png,27,183,73,1878,399,Stevenage,3000,0,SUB,2023,17,2020,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,0.9584657554126189
11931,J. Rossiter,Jordan Rossiter,64,67,700000,"CDM,CM",CDM,England,https://cdn.sofifa.net/players/221/358/23_60.png,25,178,64,1707,356,Bristol Rovers,2000,1300000,SUB,2024,14,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.939135335549758
11932,S. Loric,Samuel Loric,64,71,1100000,LB,LB,France,https://cdn.sofifa.net/players/252/078/23_60.png,21,183,73,1509,325,FC Lorient,3000,2400000,SUB,2023,20,2019,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.5917084668732182
11933,C. Espínola,Carlos Niño Espínola,64,72,1300000,RB,RB,Paraguay,https://cdn.sofifa.net/players/255/662/23_60.png,22,173,79,1566,343,Club Nacional,500,3100000,SUB,2023,23,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,High,Medium,0.739445358426696
11934,Yaki Yen,Yaki Aithamy Yen Tavio,64,64,275000,"CB,CM,CDM",CB,Chinese Taipei,https://cdn.sofifa.net/players/241/287/23_60.png,33,184,73,1510,329,Wuhan Three Towns,4000,426000,SUB,2025,4,2021,-,Right,3,2,1,-,-,-,-,Low,High,0.40157802149257815
11937,David Concha,David Concha Salas,64,67,775000,"RW,LW",CAM,Spain,https://cdn.sofifa.net/players/223/610/23_60.png,25,178,70,1633,339,Hammarby IF,2000,1000000,SUB,2024,17,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.7053718958600192
11938,S. Conneely,Seámus Conneely,64,64,300000,"CDM,CM",CDM,Republic of Ireland,https://cdn.sofifa.net/players/187/782/23_60.png,33,175,68,1640,330,Accrington Stanley,1000,525000,SUB,2023,28,2015,-,Right,3,2,1,-,-,-,-,Medium,High,0.8709117650356641
11939,L. Armstrong,Luke Armstrong,64,65,700000,ST,ST,England,https://cdn.sofifa.net/players/226/950/23_60.png,25,185,73,1595,339,Harrogate Town,3000,1300000,ST,2025,29,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Low,0.9349360826853237
11940,N. Bonfanti,Nicholas Bonfanti,64,75,1300000,ST,ST,Italy,https://cdn.sofifa.net/players/268/934/23_60.png,20,178,75,1517,326,Modena,900,2300000,SUB,2024,9,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,0.6712284710770002
11941,S. Guri,Sidrit Guri,64,64,600000,ST,ST,Albania,https://cdn.sofifa.net/players/243/581/23_60.png,28,189,78,1466,319,İstanbulspor,4000,1200000,SUB,2025,61,2022,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.4046212197857165
11942,B. Garratt,Ben Garratt,64,66,500000,GK,GK,England,https://cdn.sofifa.net/players/201/094/23_60.png,28,185,66,1154,371,Burton Albion,1000,913000,GK,2023,1,2019,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.7883463032948844
11944,A. Marinelli,Alan Marinelli,64,73,1300000,"RM,ST,LM",LM,Argentina,https://cdn.sofifa.net/players/254/586/23_60.png,23,174,68,1580,350,Rosario Central,4000,2200000,RES,2023,17,2018,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Low,0.8391926163864799
11946,B. Blando,Brian Blando,64,64,625000,ST,ST,Argentina,https://cdn.sofifa.net/players/270/459/23_60.png,27,177,77,1486,321,Club Atlético Lanús,5000,938000,RES,2025,27,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,0.7792000132307185
11948,J. Lewald,Jakob Lewald,64,70,850000,CB,CB,Germany,https://cdn.sofifa.net/players/262/534/23_60.png,23,194,82,1389,314,SG Dynamo Dresden,2000,1400000,RES,2024,31,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.6103287913320855
11949,A. Van Hoorenbeeck,Alec Van Hoorenbeeck,64,70,875000,"LB,CB,LWB",CB,Belgium,https://cdn.sofifa.net/players/247/931/23_60.png,23,187,77,1532,333,KV Mechelen,3000,1500000,LB,2026,18,2019,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium,0.6190927798681617
11950,L. Figueroa,Layonel Figueroa,64,71,1200000,"CM,CDM",CM,Bolivia,https://cdn.sofifa.net/players/259/963/23_60.png,22,166,70,1716,367,Club Deportivo Guabirá,500,2800000,CM,2022,27,2022,-,Left,3,2,1,-,-,-,-,Medium,Medium,0.7272078781689085
11956,M. Jurásek,Matěj Jurásek,63,76,1100000,"LM,RM",LM,Czech Republic,https://cdn.sofifa.net/players/271/296/23_60.png,18,181,73,1512,328,SK Slavia Praha,500,3100000,SUB,2026,35,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/cz.png,-,-,Medium,Low,0.8213840336302379
11957,J. Král,Jan Král,63,69,700000,CB,CB,Czech Republic,https://cdn.sofifa.net/players/247/231/23_60.png,23,193,93,1317,291,KAS Eupen,2000,1200000,SUB,2025,21,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/cz.png,-,-,Medium,Medium,0.6811976625939616
11958,J. Gallagher,Jon Gallagher,63,64,525000,"LB,LM",LB,Republic of Ireland,https://cdn.sofifa.net/players/242/624/23_60.png,26,175,71,1683,367,Austin FC,2000,827000,LB,2022,17,2021,-,Right,3,2,1,-,-,-,-,High,Medium,0.47004553071662214
11961,M. Kizza,Mustafa Kizza,63,69,725000,"LWB,LB,LM",LWB,Uganda,https://cdn.sofifa.net/players/258/240/23_60.png,22,185,73,1666,364,FC Arouca,1000,1600000,SUB,2025,32,2022,-,Left,1,2,1,-,-,-,-,High,Medium,0.9146236851916383
11962,G. Satsias,Giannis Satsias,63,74,1000000,"CM,CDM",CAM,Cyprus,https://cdn.sofifa.net/players/263/361/23_60.png,19,181,70,1619,353,APOEL Nicosia FC,500,2400000,RES,2026,18,2020,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.9349066167975432
11963,Aceves,Álvaro Aceves Catalina,63,76,975000,GK,GK,Spain,https://cdn.sofifa.net/players/270/529/23_60.png,18,189,81,1027,338,Real Valladolid CF,500,2700000,RES,2025,31,2020,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.884745003392502
11966,G. Jones,Gethin Jones,63,64,500000,"CB,RB,RWB",CB,Wales,https://cdn.sofifa.net/players/224/447/23_60.png,26,178,74,1759,374,Bolton Wanderers,3000,913000,CB,2024,2,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,High,Medium,0.4128476518407196
11968,A. Bolyki,Andor Bolyki,63,63,500000,"LM,RM,ST",LM,Hungary,https://cdn.sofifa.net/players/270/007/23_60.png,27,187,78,1648,365,Hallescher FC,1000,725000,RES,2024,29,2022,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/hu.png,-,-,High,Medium,0.7772944760100889
11970,O. Wähling,Oliver Wähling,63,72,1100000,CAM,CAM,Germany,https://cdn.sofifa.net/players/262/839/23_60.png,22,185,72,1699,357,VfL Osnabrück,1000,1800000,SUB,2023,10,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.42324052358716746
11971,O. Lee,Olly Lee,63,63,450000,"CM,CDM,CAM",CM,England,https://cdn.sofifa.net/players/193/206/23_60.png,30,181,80,1738,363,Gillingham,3000,788000,CDM,2023,10,2021,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.8041277150421255
11972,L. Bury,Louis Bury,63,64,525000,"LB,RB",LB,France,https://cdn.sofifa.net/players/256/694/23_60.png,26,184,77,1530,344,Pau FC,1000,958000,SUB,2026,20,2014,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Low,High,0.7190204354057476
11973,Liu Yiming,Yiming Liu,63,66,550000,CB,CB,China PR,https://cdn.sofifa.net/players/241/334/23_60.png,27,190,82,1433,308,Wuhan Three Towns,4000,894000,CB,2025,18,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.8579990389891805
11975,D. Kasius,Denso Kasius,63,76,1100000,"RWB,RM",RWB,Netherlands,https://cdn.sofifa.net/players/267/446/23_60.png,19,186,80,1589,348,Bologna,3000,2600000,SUB,2026,33,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium,0.5984678592918978
11976,D. Rusu,Denis Rusu,63,63,250000,GK,GK,Moldova,https://cdn.sofifa.net/players/248/071/23_60.png,31,181,76,1033,331,Universitatea Craiova,2000,338000,SUB,2023,12,2021,-,Right,2,1,1,-,-,-,-,Medium,Medium,0.8774034579509052
11977,R. Wiedesheim-Paul,Rasmus Wiedesheim-Paul,63,71,1100000,"ST,LM",ST,Sweden,https://cdn.sofifa.net/players/241/415/23_60.png,23,187,68,1575,341,Helsingborgs IF,2000,0,ST,2022,15,2020,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,0.5705725021955904
11981,C. Harenbrock,Cedric Harenbrock,63,68,725000,CAM,CAM,Germany,https://cdn.sofifa.net/players/269/318/23_60.png,24,180,76,1596,343,Rot-Weiß Essen,1000,1100000,RES,2023,8,2017,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.751369775539649
11982,E. Boateng,Emmanuel Boateng,63,68,700000,CM,CM,Ghana,https://cdn.sofifa.net/players/264/710/23_60.png,25,174,66,1679,359,IF Elfsborg,1000,928000,CM,2025,26,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,Medium,Medium,0.7616911638251332
11983,A. Mitchell,Alex Mitchell,63,74,975000,CB,CB,England,https://cdn.sofifa.net/players/263/686/23_60.png,20,191,80,1436,313,St. Johnstone FC,2000,0,CB,2023,5,2020,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Low,High,0.8608178974840031
11984,L. Kronberger,Luca Kronberger,63,74,1100000,"LM,RM,CM",LM,Austria,https://cdn.sofifa.net/players/258/821/23_60.png,20,179,72,1618,349,SV Ried,3000,0,SUB,2023,25,2022,YES,Left,2,2,1,-,https://cdn.sofifa.net/flags/at.png,-,-,High,Medium,0.6232394579523401
11985,B. Recalde,Bruno Recalde,63,74,1000000,"LW,LM",LM,Paraguay,https://cdn.sofifa.net/players/271/621/23_60.png,18,171,65,1640,367,Club Olimpia,500,2400000,RES,2024,42,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium,0.8703295059972269
11986,B. Pierret,Balthazar Pierret,63,70,925000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/266/501/23_60.png,22,186,82,1618,354,US Quevilly Rouen Métropole,1000,1800000,SUB,2023,4,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.703028286989901
11988,M. Mareco,Miller Mareco,63,63,425000,RB,RB,Paraguay,https://cdn.sofifa.net/players/265/477/23_60.png,28,172,69,1457,315,General Caballero (JLM),500,914000,SUB,2022,6,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium,0.9052269485396345
11990,D. Fleitas,David Fleitas,63,67,675000,ST,ST,Paraguay,https://cdn.sofifa.net/players/254/724/23_60.png,25,181,81,1493,317,Club Nacional,500,1500000,ST,2022,9,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,High,Low,0.8295954313629452
11994,B. Cooper,Brandon Cooper,63,74,1000000,CB,CB,Wales,https://cdn.sofifa.net/players/237/316/23_60.png,22,185,84,1417,302,Swansea City,5000,2100000,SUB,2024,16,2017,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Medium,Medium,0.46829455514513263
11996,Z. Jules,Zak Jules,63,67,600000,"CB,LWB",CB,Scotland,https://cdn.sofifa.net/players/230/839/23_60.png,25,190,72,1596,354,Milton Keynes Dons,2000,1100000,SUB,2023,33,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,High,Medium,0.6915502282174972
11997,R. Holden,Rory Holden,63,67,700000,"CAM,RM",CAM,Northern Ireland,https://cdn.sofifa.net/players/233/655/23_60.png,24,181,76,1655,346,Port Vale,2000,1300000,SUB,2023,17,2022,-,Left,3,3,1,-,-,-,-,High,Medium,0.5765704337725202
11999,S. Soto,Sebastian Soto,63,70,975000,ST,ST,United States,https://cdn.sofifa.net/players/248/254/23_60.png,21,183,75,1509,320,SK Austria Klagenfurt,2000,1600000,SUB,2025,11,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,0.4946018715106121
12001,J. Bell,Jon Bell,63,69,700000,"CB,LB",CB,United States,https://cdn.sofifa.net/players/261/565/23_60.png,24,180,75,1399,315,New England Revolution,1000,1200000,SUB,2023,23,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,0.5795012287817983
12002,D. Oancea,Dorinel Oancea,63,67,625000,RWB,RWB,Romania,https://cdn.sofifa.net/players/257/725/23_60.png,25,175,70,1566,339,CS Mioveni,1000,891000,RWB,2023,26,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,High,0.8697523010622251
